dataset,algo,size,quality,probe,value
PBMC,SCVI,10000,1.0,ridge_mean_r2,0.28150372022935455
PBMC,SCVI,21544,0.0012346,ridge_mean_r2,0.07302611604179576
PBMC,SCVI,21544,0.0025982,ridge_mean_r2,0.1075075027561879
PBMC,SCVI,21544,0.0054682,ridge_mean_r2,0.13757280715328124
PBMC,SCVI,21544,0.0115083,ridge_mean_r2,0.17306399750100354
PBMC,SCVI,21544,0.02422,ridge_mean_r2,0.19965235306266169
PBMC,SCVI,21544,0.050973,ridge_mean_r2,0.22019743946997683
PBMC,SCVI,21544,0.1072766,ridge_mean_r2,0.24533513650993582
PBMC,SCVI,21544,0.225772,ridge_mean_r2,0.2546136617591869
PBMC,SCVI,21544,0.4751547,ridge_mean_r2,0.27219051346400347
PBMC,SCVI,21544,1.0,ridge_mean_r2,0.26950673929057445
PBMC,SCVI,46415,0.0012346,ridge_mean_r2,0.0802081118354925
PBMC,SCVI,46415,0.0025982,ridge_mean_r2,0.11123243068598809
PBMC,SCVI,46415,0.0054682,ridge_mean_r2,0.14397004567993593
PBMC,SCVI,46415,0.0115083,ridge_mean_r2,0.17598400573281303
PBMC,SCVI,46415,0.02422,ridge_mean_r2,0.19934588996794075
PBMC,SCVI,46415,0.050973,ridge_mean_r2,0.21975853488987623
PBMC,SCVI,46415,0.1072766,ridge_mean_r2,0.23937948955504793
PBMC,SCVI,46415,0.225772,ridge_mean_r2,0.2528565041278299
PBMC,SCVI,46415,0.4751547,ridge_mean_r2,0.2639106144432508
PBMC,SCVI,46415,1.0,ridge_mean_r2,0.2742651130454722
PBMC,SCVI,100000,0.0012346,ridge_mean_r2,0.08450580435822799
PBMC,SCVI,100000,0.0025982,ridge_mean_r2,0.11876859472962889
PBMC,SCVI,100000,0.0054682,ridge_mean_r2,0.14842376526502463
PBMC,SCVI,100000,0.0115083,ridge_mean_r2,0.18154119405556912
PBMC,SCVI,100000,0.02422,ridge_mean_r2,0.2061705372837991
PBMC,SCVI,100000,0.050973,ridge_mean_r2,0.22566664897608274
PBMC,SCVI,100000,0.1072766,ridge_mean_r2,0.2410037743664179
PBMC,SCVI,100000,0.225772,ridge_mean_r2,0.2550150291950576
PBMC,SCVI,100000,0.4751547,ridge_mean_r2,0.2625379787023485
PBMC,SCVI,100000,1.0,ridge_mean_r2,0.2718177103878324
PBMC,State,100,0.0012346,ridge_mean_r2,0.004037886023929398
PBMC,State,100,0.0025982,ridge_mean_r2,0.008800351629548493
PBMC,State,100,0.0054682,ridge_mean_r2,0.04991031537880995
PBMC,State,100,0.0115083,ridge_mean_r2,0.01781318540504301
PBMC,State,100,0.02422,ridge_mean_r2,0.08006396080069042
PBMC,State,100,0.050973,ridge_mean_r2,0.15648588104754058
PBMC,State,100,0.1072766,ridge_mean_r2,0.03391773402290208
PBMC,State,100,0.225772,ridge_mean_r2,0.17572766942193474
PBMC,State,100,0.4751547,ridge_mean_r2,0.21746718830079842
PBMC,State,100,1.0,ridge_mean_r2,0.21149877324443583
PBMC,State,215,0.0012346,ridge_mean_r2,0.002674618039370621
PBMC,State,215,0.0025982,ridge_mean_r2,0.012009462037433973
PBMC,State,215,0.0054682,ridge_mean_r2,0.0038406409085623362
PBMC,State,215,0.0115083,ridge_mean_r2,3.129168524722774e-05
PBMC,State,215,0.02422,ridge_mean_r2,0.10224359405858392
PBMC,State,215,0.050973,ridge_mean_r2,0.054572480597090085
PBMC,State,215,0.1072766,ridge_mean_r2,0.16700790431106072
PBMC,State,215,0.225772,ridge_mean_r2,0.18306691754697862
PBMC,State,215,0.4751547,ridge_mean_r2,0.2507617081344317
PBMC,State,215,1.0,ridge_mean_r2,0.23974521631446155
PBMC,State,464,0.0012346,ridge_mean_r2,0.0030296653752050163
PBMC,State,464,0.0025982,ridge_mean_r2,0.03947247112770433
PBMC,State,464,0.0054682,ridge_mean_r2,0.019277215513782076
PBMC,State,464,0.0115083,ridge_mean_r2,0.012492220460778128
PBMC,State,464,0.02422,ridge_mean_r2,0.1336851889724804
PBMC,State,464,0.050973,ridge_mean_r2,0.18831867996190807
PBMC,State,464,0.1072766,ridge_mean_r2,0.2295588292017439
PBMC,State,464,0.225772,ridge_mean_r2,0.23456917494419768
PBMC,State,464,0.4751547,ridge_mean_r2,0.254463319930093
PBMC,State,464,1.0,ridge_mean_r2,0.26261303642920525
PBMC,State,1000,0.0012346,ridge_mean_r2,0.011861343546193703
PBMC,State,1000,0.0025982,ridge_mean_r2,0.00038165980759733835
PBMC,State,1000,0.0054682,ridge_mean_r2,0.05607997908394388
PBMC,State,1000,0.0115083,ridge_mean_r2,0.12067852873816116
PBMC,State,1000,0.02422,ridge_mean_r2,0.14902097866725791
PBMC,State,1000,0.050973,ridge_mean_r2,0.17300377199450298
PBMC,State,1000,0.1072766,ridge_mean_r2,0.24775708924538484
PBMC,State,1000,0.225772,ridge_mean_r2,0.2520866458866341
PBMC,State,1000,0.4751547,ridge_mean_r2,0.26498761645512975
PBMC,State,1000,1.0,ridge_mean_r2,0.2577939343018469
PBMC,State,2154,0.0012346,ridge_mean_r2,-0.0005285883106166451
PBMC,State,2154,0.0025982,ridge_mean_r2,0.03303515284111696
PBMC,State,2154,0.0054682,ridge_mean_r2,0.09914195361380171
PBMC,State,2154,0.0115083,ridge_mean_r2,0.13576726564723418
PBMC,State,2154,0.02422,ridge_mean_r2,0.17520190154763768
PBMC,State,2154,0.050973,ridge_mean_r2,0.209727869498467
PBMC,State,2154,0.1072766,ridge_mean_r2,0.2442586743136666
PBMC,State,2154,0.225772,ridge_mean_r2,0.2609084120089699
PBMC,State,2154,0.4751547,ridge_mean_r2,0.26274684758156064
PBMC,State,2154,1.0,ridge_mean_r2,0.23992738774979647
PBMC,State,4641,0.0012346,ridge_mean_r2,0.018919595783199107
PBMC,State,4641,0.0025982,ridge_mean_r2,0.04815000642137218
PBMC,State,4641,0.0054682,ridge_mean_r2,0.11169428521401509
PBMC,State,4641,0.0115083,ridge_mean_r2,0.15538589166642006
PBMC,State,4641,0.02422,ridge_mean_r2,0.17676376853613632
PBMC,State,4641,0.050973,ridge_mean_r2,0.21904517563480208
PBMC,State,4641,0.1072766,ridge_mean_r2,0.24214914605235688
PBMC,State,4641,0.225772,ridge_mean_r2,0.2601449568473521
PBMC,State,4641,0.4751547,ridge_mean_r2,0.274221420017495
PBMC,State,4641,1.0,ridge_mean_r2,0.2713330189681624
PBMC,State,10000,0.0012346,ridge_mean_r2,0.01494276439552265
PBMC,State,10000,0.0025982,ridge_mean_r2,0.076764557106883
PBMC,State,10000,0.0054682,ridge_mean_r2,0.11696071322006421
PBMC,State,10000,0.0115083,ridge_mean_r2,0.15631679472302532
PBMC,State,10000,0.02422,ridge_mean_r2,0.18212126677353202
PBMC,State,10000,0.050973,ridge_mean_r2,0.21642184612711846
PBMC,State,10000,0.1072766,ridge_mean_r2,0.23546214666396484
PBMC,State,10000,0.225772,ridge_mean_r2,0.25593753704747707
PBMC,State,10000,0.4751547,ridge_mean_r2,0.2643369743192293
PBMC,State,10000,1.0,ridge_mean_r2,0.27186899344101795
PBMC,State,21544,0.0012346,ridge_mean_r2,0.02096460361213096
PBMC,State,21544,0.0025982,ridge_mean_r2,0.07589257065743293
PBMC,State,21544,0.0054682,ridge_mean_r2,0.11388264653574302
PBMC,State,21544,0.0115083,ridge_mean_r2,0.16099731702350648
PBMC,State,21544,0.02422,ridge_mean_r2,0.18255001024653694
PBMC,State,21544,0.050973,ridge_mean_r2,0.22524811182822807
PBMC,State,21544,0.1072766,ridge_mean_r2,0.24934798011125786
PBMC,State,21544,0.225772,ridge_mean_r2,0.26746457154668024
PBMC,State,21544,0.4751547,ridge_mean_r2,0.25528764141656135
PBMC,State,21544,1.0,ridge_mean_r2,0.26175235231103944
PBMC,State,46415,0.0012346,ridge_mean_r2,0.03051772387532949
PBMC,State,46415,0.0025982,ridge_mean_r2,-0.0002682425693998122
PBMC,State,46415,0.0054682,ridge_mean_r2,0.11706579875070683
PBMC,State,46415,0.0115083,ridge_mean_r2,0.16042733732196393
PBMC,State,46415,0.02422,ridge_mean_r2,0.19606270725611513
PBMC,State,46415,0.050973,ridge_mean_r2,0.21985452483352658
PBMC,State,46415,0.1072766,ridge_mean_r2,0.24909144564011346
PBMC,State,46415,0.225772,ridge_mean_r2,0.2603607992085983
PBMC,State,46415,0.4751547,ridge_mean_r2,0.2639267550775225
PBMC,State,46415,1.0,ridge_mean_r2,0.2667469944643029
PBMC,State,100000,0.0012346,ridge_mean_r2,0.01469805818771855
PBMC,State,100000,0.0025982,ridge_mean_r2,0.06735405367129053
PBMC,State,100000,0.0054682,ridge_mean_r2,0.12368520455019187
PBMC,State,100000,0.0115083,ridge_mean_r2,0.160802900895859
PBMC,State,100000,0.02422,ridge_mean_r2,0.1882319764493556
PBMC,State,100000,0.050973,ridge_mean_r2,0.2248721587306582
PBMC,State,100000,0.1072766,ridge_mean_r2,0.25189300640879536
PBMC,State,100000,0.225772,ridge_mean_r2,0.24432372426572305
PBMC,State,100000,0.4751547,ridge_mean_r2,0.26810475060542244
PBMC,State,100000,1.0,ridge_mean_r2,0.26297122702946646
larry,Geneformer,100,0.003876,ridge_mean_r2,-0.13776853793489868
larry,Geneformer,100,0.0071835,ridge_mean_r2,-0.139274254134936
larry,Geneformer,100,0.0133136,ridge_mean_r2,-0.11796012914632804
larry,Geneformer,100,0.0246748,ridge_mean_r2,-0.11077626714265001
larry,Geneformer,100,0.0457311,ridge_mean_r2,-0.09949070061147064
larry,Geneformer,100,0.0847557,ridge_mean_r2,-0.08705598196016431
larry,Geneformer,100,0.1570821,ridge_mean_r2,-0.05010915800239812
larry,Geneformer,100,0.2911284,ridge_mean_r2,-0.04381089695157146
larry,Geneformer,100,0.5395631,ridge_mean_r2,-0.027198540661000775
larry,Geneformer,100,1.0,ridge_mean_r2,-0.024826259830851204
larry,Geneformer,215,0.003876,ridge_mean_r2,-0.13565839501456933
larry,Geneformer,215,0.0071835,ridge_mean_r2,-0.1323473569284725
larry,Geneformer,215,0.0133136,ridge_mean_r2,-0.10507629774971686
larry,Geneformer,215,0.0246748,ridge_mean_r2,-0.12653418068144703
larry,Geneformer,215,0.0457311,ridge_mean_r2,-0.0939843229572492
larry,Geneformer,215,0.0847557,ridge_mean_r2,-0.05931781153930782
larry,Geneformer,215,0.1570821,ridge_mean_r2,-0.04941174200065131
larry,Geneformer,215,0.2911284,ridge_mean_r2,-0.03871005782061388
larry,Geneformer,215,0.5395631,ridge_mean_r2,-0.04745353437108592
larry,Geneformer,215,1.0,ridge_mean_r2,-0.0026896402716256244
larry,Geneformer,464,0.003876,ridge_mean_r2,-0.12523530772777489
larry,Geneformer,464,0.0071835,ridge_mean_r2,-0.141079752502574
larry,Geneformer,464,0.0133136,ridge_mean_r2,-0.1151302675754136
larry,Geneformer,464,0.0246748,ridge_mean_r2,-0.09555626767490819
larry,Geneformer,464,0.0457311,ridge_mean_r2,-0.09143505426616211
larry,Geneformer,464,0.0847557,ridge_mean_r2,-0.07267969907595621
larry,Geneformer,464,0.1570821,ridge_mean_r2,0.005610466070311182
larry,Geneformer,464,0.2911284,ridge_mean_r2,0.01129192528702543
larry,Geneformer,464,0.5395631,ridge_mean_r2,0.0143665337788384
larry,Geneformer,464,1.0,ridge_mean_r2,0.08068667346871274
larry,Geneformer,1000,0.003876,ridge_mean_r2,-0.1363442789548498
larry,Geneformer,1000,0.0071835,ridge_mean_r2,-0.13871399280806987
larry,Geneformer,1000,0.0133136,ridge_mean_r2,-0.1139296366513715
larry,Geneformer,1000,0.0246748,ridge_mean_r2,-0.11086578990491183
larry,Geneformer,1000,0.0457311,ridge_mean_r2,-0.06868651291429878
larry,Geneformer,1000,0.0847557,ridge_mean_r2,-0.019252570103056782
larry,Geneformer,1000,0.1570821,ridge_mean_r2,0.03660737835621801
larry,Geneformer,1000,0.2911284,ridge_mean_r2,0.038512088379438314
larry,Geneformer,1000,0.5395631,ridge_mean_r2,0.07188971436713369
larry,Geneformer,1000,1.0,ridge_mean_r2,0.10413548623599453
larry,Geneformer,2154,0.003876,ridge_mean_r2,-0.14256035539700485
larry,Geneformer,2154,0.0071835,ridge_mean_r2,-0.14241754837038795
larry,Geneformer,2154,0.0133136,ridge_mean_r2,-0.11290073065096778
larry,Geneformer,2154,0.0246748,ridge_mean_r2,-0.08320747491179925
larry,Geneformer,2154,0.0457311,ridge_mean_r2,-0.05259853323737439
larry,Geneformer,2154,0.0847557,ridge_mean_r2,0.009868286186769671
larry,Geneformer,2154,0.1570821,ridge_mean_r2,0.0439064245852616
larry,Geneformer,2154,0.2911284,ridge_mean_r2,0.13590071681938953
larry,Geneformer,2154,0.5395631,ridge_mean_r2,0.100370270763422
larry,Geneformer,2154,1.0,ridge_mean_r2,0.11585786923219013
larry,Geneformer,4641,0.003876,ridge_mean_r2,-0.13109595219388726
larry,Geneformer,4641,0.0071835,ridge_mean_r2,-0.13623973736865272
larry,Geneformer,4641,0.0133136,ridge_mean_r2,-0.10577201965226071
larry,Geneformer,4641,0.0246748,ridge_mean_r2,-0.07100600011748337
larry,Geneformer,4641,0.0457311,ridge_mean_r2,-0.029605693451129903
larry,Geneformer,4641,0.0847557,ridge_mean_r2,0.05975134076054401
larry,Geneformer,4641,0.1570821,ridge_mean_r2,0.0670936172517628
larry,Geneformer,4641,0.2911284,ridge_mean_r2,0.07235057430006772
larry,Geneformer,4641,0.5395631,ridge_mean_r2,0.06573802876124192
larry,Geneformer,4641,1.0,ridge_mean_r2,0.09741998373180545
larry,Geneformer,10000,0.003876,ridge_mean_r2,-0.12853132267812442
larry,Geneformer,10000,0.0071835,ridge_mean_r2,-0.11940226336548086
larry,Geneformer,10000,0.0133136,ridge_mean_r2,-0.0824074937434269
larry,Geneformer,10000,0.0246748,ridge_mean_r2,-0.05685419038641037
larry,Geneformer,10000,0.0457311,ridge_mean_r2,0.007817952303890903
larry,Geneformer,10000,0.0847557,ridge_mean_r2,-0.00010070802106889503
larry,Geneformer,10000,0.1570821,ridge_mean_r2,0.060070075517766774
larry,Geneformer,10000,0.2911284,ridge_mean_r2,0.06632530424383046
larry,Geneformer,10000,0.5395631,ridge_mean_r2,0.12026626023665511
larry,Geneformer,10000,1.0,ridge_mean_r2,0.07589838904369868
larry,Geneformer,21544,0.003876,ridge_mean_r2,-0.1033641218376565
larry,Geneformer,21544,0.0071835,ridge_mean_r2,-0.09292017617077386
larry,Geneformer,21544,0.0133136,ridge_mean_r2,-0.059290630993391276
larry,Geneformer,21544,0.0246748,ridge_mean_r2,-0.01908925487352047
larry,Geneformer,21544,0.0457311,ridge_mean_r2,0.01814136298214784
larry,Geneformer,21544,0.0847557,ridge_mean_r2,0.06817859084589922
larry,Geneformer,21544,0.1570821,ridge_mean_r2,0.057696875663816004
larry,Geneformer,21544,0.2911284,ridge_mean_r2,0.0588439188875799
larry,Geneformer,21544,0.5395631,ridge_mean_r2,0.09383090462333712
larry,Geneformer,21544,1.0,ridge_mean_r2,0.07671891825488966
larry,Geneformer,46415,0.003876,ridge_mean_r2,-0.11088102580247225
larry,Geneformer,46415,0.0071835,ridge_mean_r2,-0.07026236520465598
larry,Geneformer,46415,0.0133136,ridge_mean_r2,-0.03900136329209415
larry,Geneformer,46415,0.0246748,ridge_mean_r2,-0.0008382936312246263
larry,Geneformer,46415,0.0457311,ridge_mean_r2,0.018921162881599327
larry,Geneformer,46415,0.0847557,ridge_mean_r2,0.037074117922241495
larry,Geneformer,46415,0.1570821,ridge_mean_r2,0.0694627792188525
larry,Geneformer,46415,0.2911284,ridge_mean_r2,0.0586872111071647
larry,Geneformer,46415,0.5395631,ridge_mean_r2,0.06304982812227589
larry,Geneformer,46415,1.0,ridge_mean_r2,0.056595420429894835
larry,Geneformer,100000,0.003876,ridge_mean_r2,-0.06277641292466479
larry,Geneformer,100000,0.0071835,ridge_mean_r2,-0.07876932249264351
larry,Geneformer,100000,0.0133136,ridge_mean_r2,-0.04331836165476084
larry,Geneformer,100000,0.0246748,ridge_mean_r2,-0.006423132355936922
larry,Geneformer,100000,0.0457311,ridge_mean_r2,0.027218212922985402
larry,Geneformer,100000,0.0847557,ridge_mean_r2,0.059947031637974796
larry,Geneformer,100000,0.1570821,ridge_mean_r2,0.059482993580854814
larry,Geneformer,100000,0.2911284,ridge_mean_r2,0.07685697540074156
larry,Geneformer,100000,0.5395631,ridge_mean_r2,0.12732252199051222
larry,Geneformer,100000,1.0,ridge_mean_r2,0.07096454636494398
larry,PCA,100,0.0071835,ridge_mean_r2,-0.005920876652163551
larry,PCA,100,0.0133136,ridge_mean_r2,-0.0001599852910824512
larry,PCA,100,0.0246748,ridge_mean_r2,-0.00011935874672262814
larry,PCA,100,0.0457311,ridge_mean_r2,0.04565004757138069
larry,PCA,100,0.0847557,ridge_mean_r2,0.08647347965661159
larry,PCA,100,0.1570821,ridge_mean_r2,0.1290386490297543
larry,PCA,100,0.2911284,ridge_mean_r2,0.13016746587881683
larry,PCA,100,0.5395631,ridge_mean_r2,0.19353932630413798
larry,PCA,100,1.0,ridge_mean_r2,0.2270670068615377
larry,PCA,215,0.003876,ridge_mean_r2,-0.021125589558700815
larry,PCA,215,0.0071835,ridge_mean_r2,-0.006992707359265389
larry,PCA,215,0.0133136,ridge_mean_r2,0.013161389709450202
larry,PCA,215,0.0246748,ridge_mean_r2,0.01265591897579118
larry,PCA,215,0.0457311,ridge_mean_r2,0.057515644775762556
larry,PCA,215,0.0847557,ridge_mean_r2,0.08723577721915865
larry,PCA,215,0.1570821,ridge_mean_r2,0.12844204315078292
larry,PCA,215,0.2911284,ridge_mean_r2,0.14484291484724626
larry,PCA,215,0.5395631,ridge_mean_r2,0.18622013060521253
larry,PCA,215,1.0,ridge_mean_r2,0.19972245983559841
larry,PCA,464,0.003876,ridge_mean_r2,-0.012342126886183288
larry,PCA,464,0.0071835,ridge_mean_r2,-0.006164674364728409
larry,PCA,464,0.0133136,ridge_mean_r2,0.01659969539289218
larry,PCA,464,0.0246748,ridge_mean_r2,0.023299728173164426
larry,PCA,464,0.0457311,ridge_mean_r2,0.06215989737016436
larry,PCA,464,0.0847557,ridge_mean_r2,0.09862605744448513
larry,PCA,464,0.1570821,ridge_mean_r2,0.13480430523355336
larry,PCA,464,0.2911284,ridge_mean_r2,0.15516769718410042
larry,PCA,464,0.5395631,ridge_mean_r2,0.18482115560613774
larry,PCA,464,1.0,ridge_mean_r2,0.2138281412750004
larry,PCA,1000,0.003876,ridge_mean_r2,-0.02058947897629728
larry,PCA,1000,0.0071835,ridge_mean_r2,-0.0064412679545253
larry,PCA,1000,0.0133136,ridge_mean_r2,0.007110749352434789
larry,PCA,1000,0.0246748,ridge_mean_r2,0.01742229641029163
larry,PCA,1000,0.0457311,ridge_mean_r2,0.04233682270468351
larry,PCA,1000,0.0847557,ridge_mean_r2,0.08869304315185039
larry,PCA,1000,0.1570821,ridge_mean_r2,0.12094861523618869
larry,PCA,1000,0.2911284,ridge_mean_r2,0.1669526522628501
larry,PCA,1000,0.5395631,ridge_mean_r2,0.19974008032345564
larry,PCA,1000,1.0,ridge_mean_r2,0.2277588716897828
larry,PCA,2154,0.003876,ridge_mean_r2,-0.023279626270514074
larry,PCA,2154,0.0071835,ridge_mean_r2,-0.006882265715671146
larry,PCA,2154,0.0133136,ridge_mean_r2,0.017797567159141055
larry,PCA,2154,0.0246748,ridge_mean_r2,0.015808226945348787
larry,PCA,2154,0.0457311,ridge_mean_r2,0.06508826532445527
larry,PCA,2154,0.0847557,ridge_mean_r2,0.09425850018768328
larry,PCA,2154,0.1570821,ridge_mean_r2,0.13287789859400417
larry,PCA,2154,0.2911284,ridge_mean_r2,0.15649362646344447
larry,PCA,2154,0.5395631,ridge_mean_r2,0.1873871658087444
larry,PCA,2154,1.0,ridge_mean_r2,0.21804474375976624
larry,PCA,4641,0.003876,ridge_mean_r2,-0.021360320255493094
larry,PCA,4641,0.0071835,ridge_mean_r2,-0.005765459962488936
larry,PCA,4641,0.0133136,ridge_mean_r2,0.014186554178019693
larry,PCA,4641,0.0246748,ridge_mean_r2,0.01684252288815804
larry,PCA,4641,0.0457311,ridge_mean_r2,0.06300517989996478
larry,PCA,4641,0.0847557,ridge_mean_r2,0.09270385791123284
larry,PCA,4641,0.1570821,ridge_mean_r2,0.13124544248317616
larry,PCA,4641,0.2911284,ridge_mean_r2,0.15334124078004527
larry,PCA,4641,0.5395631,ridge_mean_r2,0.18530462742329806
larry,PCA,4641,1.0,ridge_mean_r2,0.2135499736971524
larry,PCA,10000,0.003876,ridge_mean_r2,-0.021909879152880354
larry,PCA,10000,0.0071835,ridge_mean_r2,-0.004440971859264696
larry,PCA,10000,0.0133136,ridge_mean_r2,0.014251127008385316
larry,PCA,10000,0.0246748,ridge_mean_r2,0.02677583369501147
larry,PCA,10000,0.0457311,ridge_mean_r2,0.0652953849413069
larry,PCA,10000,0.0847557,ridge_mean_r2,0.09718010439358521
larry,PCA,10000,0.1570821,ridge_mean_r2,0.1349246299540161
larry,PCA,10000,0.2911284,ridge_mean_r2,0.15303585459009375
larry,PCA,10000,0.5395631,ridge_mean_r2,0.18239553482456256
larry,PCA,10000,1.0,ridge_mean_r2,0.21622882505768026
larry,PCA,21544,0.003876,ridge_mean_r2,-0.021259603344935818
larry,PCA,21544,0.0071835,ridge_mean_r2,-0.003975925148963749
larry,PCA,21544,0.0133136,ridge_mean_r2,0.01627250339580255
larry,PCA,21544,0.0246748,ridge_mean_r2,0.028168486130884234
larry,PCA,21544,0.0457311,ridge_mean_r2,0.06289441680983848
larry,PCA,21544,0.0847557,ridge_mean_r2,0.09716417530819832
larry,PCA,21544,0.1570821,ridge_mean_r2,0.13323634710075805
larry,PCA,21544,0.2911284,ridge_mean_r2,0.15546499278271014
larry,PCA,21544,0.5395631,ridge_mean_r2,0.18384030812790053
larry,PCA,21544,1.0,ridge_mean_r2,0.2143741762796713
larry,PCA,46415,0.003876,ridge_mean_r2,-0.020991737897079067
larry,PCA,46415,0.0071835,ridge_mean_r2,-0.004207180414711895
larry,PCA,46415,0.0133136,ridge_mean_r2,0.013940792165613142
larry,PCA,46415,0.0246748,ridge_mean_r2,0.02153399814332383
larry,PCA,46415,0.0457311,ridge_mean_r2,0.06195272516729916
larry,PCA,46415,0.0847557,ridge_mean_r2,0.09661863456256078
larry,PCA,46415,0.1570821,ridge_mean_r2,0.1345359537790162
larry,PCA,46415,0.2911284,ridge_mean_r2,0.1573006074665818
larry,PCA,46415,0.5395631,ridge_mean_r2,0.18526341455544604
larry,PCA,46415,1.0,ridge_mean_r2,0.21624246584989842
larry,PCA,100000,0.003876,ridge_mean_r2,-0.02051012067257437
larry,PCA,100000,0.0071835,ridge_mean_r2,-0.004017806462061742
larry,PCA,100000,0.0133136,ridge_mean_r2,0.013313645900008941
larry,PCA,100000,0.0246748,ridge_mean_r2,0.028738491525313797
larry,PCA,100000,0.0457311,ridge_mean_r2,0.06377005451091117
larry,PCA,100000,0.0847557,ridge_mean_r2,0.09676681322379305
larry,PCA,100000,0.1570821,ridge_mean_r2,0.13448095207566457
larry,PCA,100000,0.2911284,ridge_mean_r2,0.15712403968688338
larry,PCA,100000,0.5395631,ridge_mean_r2,0.18431223952766185
larry,PCA,100000,1.0,ridge_mean_r2,0.21537094760896813
larry,RandomProjection,100,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,100,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,100,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,100,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,100,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,100,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,100,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,100,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,100,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,100,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,215,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,215,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,215,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,215,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,215,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,215,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,215,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,215,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,215,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,215,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,464,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,464,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,464,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,464,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,464,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,464,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,464,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,464,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,464,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,464,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,1000,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,1000,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,1000,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,1000,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,1000,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,1000,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,1000,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,1000,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,1000,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,1000,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,2154,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,2154,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,2154,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,2154,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,2154,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,2154,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,2154,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,2154,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,2154,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,2154,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,4641,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,4641,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,4641,0.0133136,ridge_mean_r2,-0.0041608372575209565
larry,RandomProjection,4641,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,4641,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,4641,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,4641,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,4641,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,4641,0.5395631,ridge_mean_r2,0.042489958509377264
